"Tanggal,""Terakhir"",""Pembukaan"",""Tertinggi"",""Terendah"",""Vol"",""Perubahan%"""
"23/07/2024,""7313,86"",""7336,28"",""7347,02"",""7293,31"",""25,17B"",""-0,11%"""
"22/07/2024,""7321,98"",""7316,25"",""7341,91"",""7301,42"",""14,09B"",""0,38%"""
"19/07/2024,""7294,50"",""7304,28"",""7315,14"",""7249,82"",""12,53B"",""-0,36%"""
"18/07/2024,""7321,07"",""7231,73"",""7330,81"",""7220,10"",""14,62B"",""1,34%"""
"17/07/2024,""7224,22"",""7261,22"",""7265,09"",""7207,58"",""21,82B"",""0,00%"""
"16/07/2024,""7224,29"",""7289,81"",""7294,79"",""7213,28"",""10,79B"",""-0,75%"""
"15/07/2024,""7278,86"",""7336,31"",""7346,10"",""7252,81"",""10,74B"",""-0,66%"""
"12/07/2024,""7327,58"",""7336,48"",""7354,16"",""7300,75"",""13,07B"",""0,37%"""
"11/07/2024,""7300,41"",""7302,50"",""7328,27"",""7274,06"",""14,64B"",""0,18%"""
"10/07/2024,""7287,04"",""7283,19"",""7313,20"",""7272,12"",""21,43B"",""0,24%"""
"09/07/2024,""7269,80"",""7254,16"",""7302,94"",""7239,64"",""13,61B"",""0,26%"""
"08/07/2024,""7250,98"",""7261,98"",""7265,08"",""7215,47"",""16,01B"",""-0,03%"""
"05/07/2024,""7253,37"",""7248,72"",""7275,94"",""7213,39"",""13,09B"",""0,45%"""
"04/07/2024,""7220,89"",""7212,70"",""7262,84"",""7204,44"",""15,86B"",""0,34%"""
"03/07/2024,""7196,75"",""7153,77"",""7196,75"",""7126,81"",""12,68B"",""1,01%"""
"02/07/2024,""7125,14"",""7149,04"",""7176,87"",""7099,05"",""12,19B"",""-0,20%"""
"01/07/2024,""7139,63"",""7076,63"",""7139,63"",""7075,38"",""10,83B"",""1,08%"""
"28/06/2024,""7063,58"",""6989,37"",""7084,62"",""6987,80"",""10,47B"",""1,37%"""
"27/06/2024,""6967,95"",""6929,15"",""6968,14"",""6915,83"",""8,52B"",""0,90%"""
